number,year,kode,region,municipalities,total,urban,rural,,,
3429,2014,8962946500,Республика Мордовия,Русско-Лашминское сельское поселение,752,0,752,,,
3430,2014,8962946700,Республика Мордовия,Рыбкинское сельское поселение,1656,0,1656,,,
3431,2014,8962948100,Республика Мордовия,Токмовское сельское поселение,914,0,914,,,
3432,2014,8962948300,Республика Мордовия,Троицкое сельское поселение,1785,0,1785,,,
3433,2014,8962948900,Республика Мордовия,Чекашево-Полянское сельское поселение,394,0,394,,,
3434,2014,8962949500,Республика Мордовия,Шингаринское сельское поселение,1268,0,1268,,,
3435,2014,8963100000,Республика Мордовия,Кочкуровский муниципальный район,10355,0,10355,,,
3436,2014,8963140500,Республика Мордовия,Булгаковское сельское поселение,630,0,630,,,
3437,2014,8963141000,Республика Мордовия,Воеводское сельское поселение,254,0,254,,,
3438,2014,8963142000,Республика Мордовия,Качелайское сельское поселение,657,0,657,,,
3439,2014,8963142500,Республика Мордовия,Кочкуровское сельское поселение,3142,0,3142,,,
3440,2014,8963143000,Республика Мордовия,Красномайское сельское поселение,537,0,537,,,
3441,2014,8963143500,Республика Мордовия,Мордовско-Давыдовское сельское поселение,473,0,473,,,
3442,2014,8963144000,Республика Мордовия,Мураньское сельское поселение,285,0,285,,,
3443,2014,8963145000,Республика Мордовия,Новопырменское сельское поселение,416,0,416,,,
3444,2014,8963145700,Республика Мордовия,Подлесно-Тавлинское сельское поселение,600,0,600,,,
3445,2014,8963146000,Республика Мордовия,Сабаевское сельское поселение,988,0,988,,,
3446,2014,8963146500,Республика Мордовия,Семилейское сельское поселение,1842,0,1842,,,
